iter	Logloss
0	0.6397199735
1	0.5898201302
2	0.5457343228
3	0.498243297
4	0.4624000614
5	0.4224065928
6	0.3828805642
7	0.3519793191
8	0.3233648816
9	0.2974104944
10	0.2707342711
11	0.2499422585
12	0.2296590296
13	0.2119710367
14	0.1960952033
15	0.1808258659
16	0.1679615664
17	0.1544953606
18	0.1434208256
19	0.134733845
20	0.1238951621
21	0.1155332087
22	0.1075324254
23	0.1008702414
24	0.094847952
25	0.08928727512
26	0.08335688776
27	0.07767513597
28	0.07180318622
29	0.06678082124
30	0.06329996418
31	0.05901015698
32	0.05558002969
33	0.0529199699
34	0.05064523119
35	0.04769785835
36	0.04524010502
37	0.04292616058
38	0.04068635132
39	0.03836221704
40	0.03622337636
41	0.03408732456
42	0.03250174727
43	0.0306322367
44	0.02880384393
45	0.027463809
46	0.02623612729
47	0.02509317835
48	0.02394962536
49	0.02272115303
50	0.02184053084
51	0.02086778489
52	0.02002327948
53	0.01916375331
54	0.01847212885
55	0.01767945483
56	0.01725723443
57	0.0167190401
58	0.01607383323
59	0.01545074072
60	0.01481477473
61	0.01431470596
62	0.01380208928
63	0.01341657127
64	0.01305942201
65	0.01263968469
66	0.01223342828
67	0.01187218004
68	0.01158263271
69	0.01125573887
70	0.01091328401
71	0.01053892025
72	0.01028683803
73	0.0101341815
74	0.009929590599
75	0.009658270497
76	0.009415760179
77	0.009240530248
78	0.00901124174
79	0.008826134779
80	0.008683515649
81	0.008497467646
82	0.008289970018
83	0.008168259224
84	0.007987594025
85	0.007861936008
86	0.007697831446
87	0.00749381571
88	0.007357078028
89	0.007294029631
90	0.007213168799
91	0.007119566695
92	0.006992510996
93	0.006807669409
94	0.006708896285
95	0.006600607419
96	0.006435299821
97	0.006325659461
98	0.00630216127
99	0.006184427472
100	0.006144249958
101	0.006137416687
102	0.006097181078
103	0.006074124158
104	0.005955947721
105	0.005836992138
106	0.005714523442
107	0.005654216577
108	0.005606013297
109	0.005538785212
110	0.005457644603
111	0.005417739383
112	0.005324644532
113	0.005267303778
114	0.005165361127
115	0.005080455145
116	0.005011062625
117	0.004925290435
118	0.004870926654
119	0.004857107147
120	0.004840583283
121	0.004836536122
122	0.004813162813
123	0.004764000789
124	0.004731107233
125	0.004654604239
126	0.004632571401
127	0.004589259926
128	0.004559887932
129	0.004557058934
130	0.004517009924
131	0.004485712718
132	0.00446562907
133	0.004439096454
134	0.004409317788
135	0.004390959558
136	0.004374414612
137	0.004359651891
138	0.004290024171
139	0.004247451126
140	0.004242201251
141	0.004210672063
142	0.004175844926
143	0.004151735924
144	0.00411022333
145	0.00409886083
146	0.00408320237
147	0.00403354975
148	0.004021380022
149	0.003957316556
150	0.003906743735
151	0.003852143869
152	0.003826113436
153	0.003783739784
154	0.003772136371
155	0.003742863912
156	0.00372316674
157	0.003694036624
158	0.003667468281
159	0.003622777632
160	0.003621403124
161	0.00357565323
162	0.003575656851
163	0.003560348254
164	0.003529014919
165	0.003529018862
166	0.003521002671
167	0.003521008464
168	0.003510076212
169	0.003498338341
170	0.003485905814
171	0.003447922588
172	0.003414547126
173	0.003379251761
174	0.003356809838
175	0.003351519488
176	0.003320550822
177	0.00330219058
178	0.003267525902
179	0.003262347802
180	0.003257054877
181	0.003254032924
182	0.003218256216
183	0.003196942899
184	0.003196929702
185	0.003173191323
186	0.003156898636
187	0.003156888738
188	0.003131789128
189	0.003131791622
190	0.003114704823
191	0.00311469734
192	0.00310599993
193	0.003106001539
194	0.003097534099
195	0.003097535306
196	0.003097517202
197	0.003097515029
198	0.003078823753
199	0.003076214908
200	0.003031609632
201	0.003031619288
202	0.003008602762
203	0.003003547452
204	0.002994736344
205	0.002989577153
206	0.002986133239
207	0.002986130665
208	0.0029785411
209	0.002978540859
210	0.002963087746
211	0.002960864652
212	0.002944575103
213	0.002903706071
214	0.002888001182
215	0.002879948862
216	0.002870167827
217	0.002846983531
218	0.002819168298
219	0.002819174896
220	0.002819159849
221	0.002793898182
222	0.002777319923
223	0.002772472052
224	0.002756096405
225	0.002732154609
226	0.002715642171
227	0.002684952237
228	0.00268494596
229	0.002673959394
230	0.002663513072
231	0.002663520957
232	0.002663514922
233	0.002629638724
234	0.002608845051
235	0.002604435555
236	0.002604435555
237	0.002578957677
238	0.00257153886
239	0.002555577448
240	0.002544718098
241	0.002540746332
242	0.002537189687
243	0.00253719017
244	0.002518514021
245	0.002518514021
246	0.002518502354
247	0.002512395764
248	0.002496042004
249	0.002496022048
250	0.002490218733
251	0.002474257643
252	0.002464800641
253	0.002458117115
254	0.002450022551
255	0.00243283155
256	0.002432826158
257	0.002428941617
258	0.002408271539
259	0.002392856004
260	0.002380160758
261	0.002380152148
262	0.002365702115
263	0.002365679585
264	0.002365684091
265	0.002353260898
266	0.002353260898
267	0.00234440473
268	0.002344409316
269	0.002344395396
270	0.00234439612
271	0.0023443892
272	0.002344390005
273	0.002344385499
274	0.002344387671
275	0.002335960303
276	0.002317945498
277	0.00230420372
278	0.002288797277
279	0.002274379672
280	0.002250008675
281	0.00223675154
282	0.002228853793
283	0.002223401709
284	0.002218612657
285	0.002218612657
286	0.002211708657
287	0.00220431921
288	0.002204330073
289	0.002181616016
290	0.002181612556
291	0.002172995692
292	0.002165086681
293	0.002165075335
294	0.002158857623
295	0.002152865455
296	0.00214799264
297	0.00214799264
298	0.002147981375
299	0.002133487891
300	0.002133490868
301	0.002121482795
302	0.002121478852
303	0.002121476116
304	0.002121479094
305	0.002121458495
306	0.002121450126
307	0.00212145246
308	0.002114768452
309	0.002109815814
310	0.002099760875
311	0.002076615122
312	0.002076615444
313	0.002076606512
314	0.00207660265
315	0.00207660265
316	0.002073516485
317	0.002073517451
318	0.002073513267
319	0.002073518497
320	0.002066460003
321	0.002066454773
322	0.002066454773
323	0.002066450187
324	0.002066460325
325	0.002054146082
326	0.002049969211
327	0.002049973234
328	0.002049973234
329	0.002049963176
330	0.0020426587
331	0.002042643412
332	0.002036909215
333	0.002036909215
334	0.002033129521
335	0.002015410023
336	0.002015400046
337	0.002015394976
338	0.002015391194
339	0.002003025695
340	0.001992142124
341	0.001992136572
342	0.00199213279
343	0.001987841497
344	0.001987843428
345	0.001987838681
346	0.001978293569
347	0.001962763693
348	0.001962768521
349	0.001950626151
350	0.001929999363
351	0.001923799273
352	0.001923799273
353	0.001915343822
354	0.001915343018
355	0.001915335856
356	0.001915332075
357	0.001915332075
358	0.001915342776
359	0.001915335535
360	0.001904306322
361	0.001904305195
362	0.001904298597
363	0.001904298597
364	0.001894873459
365	0.001888200636
366	0.001888213188
367	0.001880679628
368	0.001880671984
369	0.001880664581
370	0.001868576686
371	0.001868576284
372	0.001868564697
373	0.001868556007
374	0.001868556007
375	0.001868564697
376	0.001868564697
377	0.001868551662
378	0.001858542829
379	0.001844847158
380	0.001844852066
381	0.001844835973
382	0.001844841284
383	0.001844827685
384	0.001834915894
385	0.001834915894
386	0.001834915572
387	0.001834905111
388	0.001834907123
389	0.001834905111
390	0.001834904387
391	0.001825295869
392	0.001819528441
393	0.001819514279
394	0.001819516934
395	0.001819513394
396	0.001809304363
397	0.001809299938
398	0.001801758974
399	0.001801742962
400	0.001796433864
401	0.001796434346
402	0.001796425817
403	0.001796425817
404	0.001796425495
405	0.00179642292
406	0.001796421955
407	0.001796421955
408	0.00179641761
409	0.00179641423
410	0.001796416
411	0.001786965838
412	0.001786935985
413	0.001786929468
414	0.0017869281
415	0.001774776316
416	0.001774776316
417	0.001772843701
418	0.001772844023
419	0.001772835976
420	0.001772826642
421	0.001772821251
422	0.001762821511
423	0.001762822557
424	0.001762814913
425	0.001762826178
426	0.001762814269
427	0.001762808958
428	0.001762817166
429	0.00176280928
430	0.001762815637
431	0.001762818212
432	0.001762818212
433	0.001762818212
434	0.001762817649
435	0.00176281266
436	0.001762810487
437	0.001762808958
438	0.001762807591
439	0.001762804452
440	0.001762804855
441	0.001762805418
442	0.001762803245
443	0.001762805418
444	0.001762803567
445	0.001762789888
446	0.001762796969
447	0.001762792141
448	0.001762793026
449	0.00176279021
450	0.001762780474
451	0.00176279013
452	0.001754057154
453	0.001754057154
454	0.001754049671
455	0.001754054901
456	0.0017540409
457	0.001754046935
458	0.001754045084
459	0.001754042107
460	0.001754046452
461	0.001754046452
462	0.001754041463
463	0.001754040015
464	0.001754042992
465	0.001754037279
466	0.001754039773
467	0.001754035831
468	0.001754039371
469	0.001754037199
470	0.001754032049
471	0.001754026658
472	0.001754022554
473	0.001754025048
474	0.001754026255
475	0.001754022473
476	0.001754024887
477	0.001754020623
478	0.001749215478
479	0.001749218134
480	0.001749215639
481	0.00174921403
482	0.001749219824
483	0.001749221433
484	0.001749229962
485	0.001749205823
486	0.001749209765
487	0.001749211938
488	0.001749211053
489	0.001749210409
490	0.001749213225
491	0.001749219421
492	0.001749211858
